Order_ID,Order_TS,Scheduled_TS,Actual_TS,Scheduled_Minutes,Actual_Minutes,Delay_Minutes,Is_Delayed,Time_Slot,Zone,Weather,Traffic,Vehicle,Category,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Agent_Age,Agent_Rating,Order_Date,Order_Time,Pickup_Time
ORD_ID-526,26-03-2022 20:20,26-03-2022 22:05,26-03-2022 22:25,105,125,20,TRUE,18:00–21:00,Metropolitian,Sunny,Jam,motorcycle,Apparel,26.910262,75.783013,26.940262,75.813013,34,4.9,26-03-2022,20:20:00,20:25:00
ORD_ID-527,07-03-2022 11:00,07-03-2022 12:40,07-03-2022 11:16,100,16,-84,FALSE,09:00–12:00,Metropolitian,Cloudy,Low,scooter,Grocery,0,0,0.02,0.02,31,4.9,07-03-2022,11:00:00,11:10:00
ORD_ID-528,30-03-2022 20:55,30-03-2022 23:55,30-03-2022 23:35,180,160,-20,FALSE,18:00–21:00,Metropolitian,Fog,Jam,van,Outdoors,17.440827,78.393391,17.500827,78.453391,23,4.1,30-03-2022,20:55:00,21:00:00
ORD_ID-529,01-04-2022 18:20,01-04-2022 20:05,01-04-2022 20:00,105,100,-5,FALSE,18:00–21:00,Metropolitian,Sunny,Medium,motorcycle,Home,22.727021,75.884167,22.777021,75.934167,29,4.7,01-04-2022,18:20:00,18:30:00
ORD_ID-530,03-04-2022 08:10,03-04-2022 09:30,03-04-2022 09:05,80,55,-25,FALSE,06:00–09:00,Urban,Stormy,Low,motorcycle,Toys,0,0,0.02,0.02,20,4.9,03-04-2022,08:10:00,08:20:00
ORD_ID-531,11-03-2022 23:00,12-03-2022 00:45,12-03-2022 00:45,105,105,0,FALSE,21:00–24:00,Urban,Sandstorms,Low,motorcycle,Jewelry,18.569156,73.774723,18.629156,73.834723,26,4.1,11-03-2022,23:00:00,23:15:00
ORD_ID-532,06-04-2022 19:35,06-04-2022 22:30,06-04-2022 23:15,175,220,45,TRUE,18:00–21:00,Urban,Cloudy,Jam,motorcycle,Books,0,0,0.08,0.08,34,4.5,06-04-2022,19:35:00,19:40:00
ORD_ID-533,11-02-2022 23:15,12-02-2022 01:40,12-02-2022 00:50,145,95,-50,FALSE,21:00–24:00,Metropolitian,Fog,Low,motorcycle,Shoes,19.875522,75.367127,19.925522,75.417127,34,4.9,11-02-2022,23:15:00,23:30:00
ORD_ID-534,28-03-2022 19:10,28-03-2022 21:30,28-03-2022 20:05,140,55,-85,FALSE,18:00–21:00,Metropolitian,Stormy,Jam,scooter,Home,18.593481,73.785901,18.623481,73.815901,21,4.7,28-03-2022,19:10:00,19:15:00
ORD_ID-535,06-04-2022 23:20,07-04-2022 00:55,07-04-2022 01:15,95,115,20,TRUE,21:00–24:00,Urban,Windy,Low,motorcycle,Outdoors,11.003008,76.97544,11.073009,77.04544,35,4.6,06-04-2022,23:20:00,23:30:00
ORD_ID-536,12-03-2022 22:35,13-03-2022 00:35,12-03-2022 23:35,120,60,-60,FALSE,21:00–24:00,Metropolitian,Stormy,Low,van,Kitchen,26.914142,75.805704,27.024142,75.915704,20,4.7,12-03-2022,22:35:00,22:40:00
ORD_ID-537,29-03-2022 20:35,29-03-2022 23:30,29-03-2022 23:50,175,195,20,TRUE,18:00–21:00,Metropolitian,Cloudy,Jam,van,Outdoors,19.103249,72.846749,19.233249,72.976749,24,4.1,29-03-2022,20:35:00,20:50:00
ORD_ID-538,15-03-2022 14:25,15-03-2022 16:30,15-03-2022 15:45,125,80,-45,FALSE,12:00–15:00,Urban,Windy,High,scooter,Books,12.939496,77.625999,12.979496,77.665999,25,4.5,15-03-2022,14:25:00,14:30:00
ORD_ID-539,19-03-2022 22:30,20-03-2022 00:30,19-03-2022 23:55,120,85,-35,FALSE,21:00–24:00,Urban,Cloudy,Low,scooter,Cosmetics,19.055831,72.833984,19.085831,72.863984,22,4.8,19-03-2022,22:30:00,22:35:00
ORD_ID-540,14-03-2022 18:30,14-03-2022 20:35,14-03-2022 20:30,125,120,-5,FALSE,18:00–21:00,Urban,Windy,Medium,motorcycle,Sports,23.416792,85.316842,23.506792,85.406842,38,4.7,14-03-2022,18:30:00,18:40:00
ORD_ID-541,30-03-2022 12:25,30-03-2022 14:32,30-03-2022 15:10,127.5,165,37.5,TRUE,12:00–15:00,Urban,Cloudy,High,scooter,Home,12.934365,77.616155,12.974365,77.656155,29,4.3,30-03-2022,12:25:00,12:40:00
ORD_ID-542,29-03-2022 18:55,29-03-2022 21:00,29-03-2022 21:20,125,145,20,TRUE,18:00–21:00,Urban,Sandstorms,Medium,scooter,Pet Supplies,12.906229,77.596791,13.016229,77.706791,24,4.8,29-03-2022,18:55:00,19:10:00
ORD_ID-543,18-02-2022 17:40,18-02-2022 20:00,18-02-2022 18:22,140,42,-98,FALSE,15:00–18:00,Metropolitian,Fog,Medium,motorcycle,Grocery,30.359722,78.067079,30.499722,78.207079,36,4.8,18-02-2022,17:40:00,17:55:00
ORD_ID-544,09-03-2022 22:30,10-03-2022 00:35,10-03-2022 00:50,125,140,15,TRUE,21:00–24:00,Metropolitian,Windy,Low,van,Shoes,26.956431,75.776649,27.006431,75.826649,31,4.7,09-03-2022,22:30:00,22:35:00
ORD_ID-545,09-03-2022 20:20,09-03-2022 23:20,09-03-2022 22:25,180,125,-55,FALSE,18:00–21:00,Metropolitian,Fog,Jam,scooter,Kitchen,12.334022,76.618203,12.364022,76.648203,20,4.8,09-03-2022,20:20:00,20:30:00
ORD_ID-546,11-02-2022 18:20,11-02-2022 20:05,11-02-2022 19:40,105,80,-25,FALSE,18:00–21:00,Metropolitian,Sunny,Medium,scooter,Outdoors,23.214294,77.435361,23.264294,77.485361,25,4.6,11-02-2022,18:20:00,18:25:00
ORD_ID-547,23-03-2022 23:55,24-03-2022 01:40,24-03-2022 00:06,105,11,-94,FALSE,21:00–24:00,Urban,Sandstorms,Low,scooter,Grocery,12.914264,77.6784,13.024264,77.7884,23,5,23-03-2022,23:55:00,00:05:00
ORD_ID-548,30-03-2022 18:00,30-03-2022 20:55,30-03-2022 20:50,175,170,-5,FALSE,18:00–21:00,Urban,Cloudy,Medium,motorcycle,Home,26.956431,75.776649,27.006431,75.826649,39,4.7,30-03-2022,18:00:00,18:15:00
ORD_ID-549,04-03-2022 18:50,04-03-2022 21:45,04-03-2022 21:45,175,175,0,FALSE,18:00–21:00,Metropolitian,Cloudy,Medium,motorcycle,Home,12.326356,76.619103,12.436356,76.729103,21,4.7,04-03-2022,18:50:00,19:05:00
ORD_ID-550,01-03-2022 16:10,01-03-2022 18:30,01-03-2022 18:15,140,125,-15,FALSE,15:00–18:00,Metropolitian,Stormy,Medium,scooter,Sports,22.725835,75.887648,22.765835,75.927648,32,4.7,01-03-2022,16:10:00,16:15:00
ORD_ID-551,25-03-2022 20:30,25-03-2022 22:15,25-03-2022 21:45,105,75,-30,FALSE,18:00–21:00,Metropolitian,Sunny,Jam,motorcycle,Skincare,23.359194,85.325447,23.489194,85.455447,36,4.9,25-03-2022,20:30:00,20:35:00
ORD_ID-552,02-03-2022 20:25,02-03-2022 23:20,03-03-2022 00:30,175,245,70,TRUE,18:00–21:00,Metropolitian,Cloudy,Jam,motorcycle,Pet Supplies,11.006686,76.951736,11.076686,77.021736,38,4.8,02-03-2022,20:25:00,20:30:00
ORD_ID-553,29-03-2022 18:15,29-03-2022 20:40,29-03-2022 21:10,145,175,30,TRUE,18:00–21:00,Metropolitian,Sandstorms,Medium,motorcycle,Sports,12.934179,77.615797,13.044179,77.725797,34,4.3,29-03-2022,18:15:00,18:25:00
ORD_ID-554,20-03-2022 23:50,21-03-2022 01:45,21-03-2022 02:40,115,170,55,TRUE,21:00–24:00,Metropolitian,Sunny,Low,motorcycle,Skincare,21.173493,72.801953,21.283493,72.911953,23,2.5,20-03-2022,23:50:00,00:05:00
ORD_ID-555,06-04-2022 20:25,06-04-2022 22:35,06-04-2022 23:40,130,195,65,TRUE,18:00–21:00,Urban,Stormy,Jam,scooter,Sports,12.311072,76.654878,12.441072,76.784878,32,3.6,06-04-2022,20:25:00,20:30:00
ORD_ID-556,21-03-2022 09:45,21-03-2022 11:35,21-03-2022 10:11,110,26,-84,FALSE,09:00–12:00,Metropolitian,Fog,Low,motorcycle,Grocery,13.029198,77.570997,13.039198,77.580997,31,4.8,21-03-2022,09:45:00,10:00:00
ORD_ID-557,04-04-2022 19:25,04-04-2022 21:10,04-04-2022 20:20,105,55,-50,FALSE,18:00–21:00,Metropolitian,Sunny,Jam,motorcycle,Kitchen,12.334022,76.618203,12.414022,76.698203,22,4.6,04-04-2022,19:25:00,19:40:00
ORD_ID-558,10-03-2022 22:20,11-03-2022 00:40,11-03-2022 01:05,140,165,25,TRUE,21:00–24:00,Metropolitian,Cloudy,Low,van,Cosmetics,12.323225,76.630028,12.403225,76.710028,34,3.9,10-03-2022,22:20:00,22:30:00
ORD_ID-559,18-03-2022 21:35,18-03-2022 23:55,19-03-2022 01:30,140,235,95,TRUE,21:00–24:00,Metropolitian,Cloudy,Jam,motorcycle,Clothing,23.371292,85.327872,23.501292,85.457872,39,4.8,18-03-2022,21:35:00,21:40:00
ORD_ID-560,10-03-2022 23:10,11-03-2022 01:30,11-03-2022 01:15,140,125,-15,FALSE,21:00–24:00,Metropolitian,Cloudy,Low,motorcycle,Outdoors,26.766536,75.837333,26.846536,75.917333,21,5,10-03-2022,23:10:00,23:20:00
ORD_ID-561,29-03-2022 23:10,30-03-2022 01:35,30-03-2022 02:15,145,185,40,TRUE,21:00–24:00,Metropolitian,Fog,Low,scooter,Skincare,17.41233,78.449654,17.50233,78.539654,34,3.9,29-03-2022,23:10:00,23:15:00
ORD_ID-562,02-03-2022 18:40,02-03-2022 20:55,02-03-2022 19:55,135,75,-60,FALSE,18:00–21:00,Metropolitian,Windy,Medium,motorcycle,Pet Supplies,13.086438,80.220672,13.166438,80.300672,28,4.9,02-03-2022,18:40:00,18:50:00
ORD_ID-563,21-03-2022 08:55,21-03-2022 11:00,21-03-2022 10:35,125,100,-25,FALSE,06:00–09:00,Metropolitian,Windy,Low,motorcycle,Snacks,21.149834,72.778666,21.159834,72.788666,34,4.9,21-03-2022,08:55:00,09:00:00
ORD_ID-564,23-03-2022 19:35,23-03-2022 22:00,23-03-2022 22:00,145,145,0,FALSE,18:00–21:00,Metropolitian,Sandstorms,Jam,motorcycle,Electronics,12.970221,77.645396,13.100221,77.775396,21,4.7,23-03-2022,19:35:00,19:45:00
ORD_ID-565,28-03-2022 11:50,28-03-2022 13:10,28-03-2022 14:20,80,150,70,TRUE,09:00–12:00,Urban,Fog,High,van,Shoes,22.753659,75.903365,22.773659,75.923365,30,4.6,28-03-2022,11:50:00,12:05:00
ORD_ID-566,01-03-2022 22:45,02-03-2022 00:45,02-03-2022 00:05,120,80,-40,FALSE,21:00–24:00,Urban,Fog,Low,scooter,Apparel,11.003669,76.976494,11.063669,77.036494,36,5,01-03-2022,22:45:00,22:55:00
ORD_ID-567,03-03-2022 08:20,03-03-2022 09:35,03-03-2022 10:20,75,120,45,TRUE,06:00–09:00,Urban,Cloudy,Low,motorcycle,Snacks,18.636215,73.751081,18.646215,73.761081,25,4.5,03-03-2022,08:20:00,08:30:00
ORD_ID-568,02-03-2022 19:25,02-03-2022 21:10,02-03-2022 22:00,105,155,50,TRUE,18:00–21:00,Metropolitian,Sunny,Jam,scooter,Kitchen,12.933298,77.614293,13.043298,77.724293,38,4.3,02-03-2022,19:25:00,19:40:00
ORD_ID-569,03-04-2022 13:40,03-04-2022 14:45,03-04-2022 14:40,65,60,-5,FALSE,12:00–15:00,Urban,Sunny,High,scooter,Toys,19.120083,72.907385,19.160083,72.947385,24,5,03-04-2022,13:40:00,13:55:00
ORD_ID-570,21-03-2022 17:50,21-03-2022 20:10,21-03-2022 20:40,140,170,30,TRUE,15:00–18:00,Metropolitian,Sandstorms,Medium,motorcycle,Kitchen,0,0,0.06,0.06,31,4,21-03-2022,17:50:00,18:05:00
ORD_ID-571,27-03-2022 18:40,27-03-2022 20:25,27-03-2022 21:05,105,145,40,TRUE,18:00–21:00,Metropolitian,Sunny,Medium,van,Kitchen,22.311603,73.165012,22.391603,73.245012,31,4.7,27-03-2022,18:40:00,18:45:00
ORD_ID-572,02-04-2022 19:30,02-04-2022 21:15,02-04-2022 20:35,105,65,-40,FALSE,18:00–21:00,Metropolitian,Sunny,Jam,motorcycle,Toys,17.431477,78.40035,17.501477,78.47035,27,4.6,02-04-2022,19:30:00,19:35:00
ORD_ID-573,15-03-2022 10:35,15-03-2022 11:55,15-03-2022 11:30,80,55,-25,FALSE,09:00–12:00,Urban,Fog,Low,motorcycle,Apparel,12.979166,77.640709,12.999166,77.660709,23,4.8,15-03-2022,10:35:00,10:45:00
ORD_ID-574,20-03-2022 17:50,20-03-2022 19:42,20-03-2022 19:45,112.5,115,2.5,TRUE,15:00–18:00,Urban,Sandstorms,Medium,scooter,Shoes,12.933298,77.614293,13.063298,77.744293,25,4.7,20-03-2022,17:50:00,17:55:00
ORD_ID-575,28-03-2022 08:15,28-03-2022 10:20,28-03-2022 10:15,125,120,-5,FALSE,06:00–09:00,Metropolitian,Windy,Low,van,Books,22.722634,75.886959,22.732634,75.896959,38,4.5,28-03-2022,08:15:00,08:20:00
ORD_ID-576,27-03-2022 17:10,27-03-2022 18:35,27-03-2022 19:20,85,130,45,TRUE,15:00–18:00,Urban,Sunny,Medium,motorcycle,Outdoors,11.025083,77.015393,11.105083,77.095393,32,4.8,27-03-2022,17:10:00,17:20:00
ORD_ID-577,18-03-2022 19:50,18-03-2022 22:10,18-03-2022 22:50,140,180,40,TRUE,18:00–21:00,Metropolitian,Stormy,Jam,motorcycle,Toys,26.849596,75.800512,26.919596,75.870512,22,4.3,18-03-2022,19:50:00,20:00:00
ORD_ID-578,19-03-2022 20:30,19-03-2022 22:55,19-03-2022 23:05,145,155,10,TRUE,18:00–21:00,Metropolitian,Sandstorms,Jam,scooter,Shoes,22.31279,73.170283,22.34279,73.200283,35,4.9,19-03-2022,20:30:00,20:45:00
ORD_ID-579,02-03-2022 17:20,02-03-2022 19:40,02-03-2022 21:10,140,230,90,TRUE,15:00–18:00,Metropolitian,Sandstorms,Medium,motorcycle,Home,12.310972,76.659264,12.420972,76.769264,35,4.1,02-03-2022,17:20:00,17:35:00
ORD_ID-580,11-02-2022 18:40,11-02-2022 20:25,11-02-2022 20:10,105,90,-15,FALSE,18:00–21:00,Metropolitian,Sunny,Medium,scooter,Toys,0,0,0.06,0.06,34,4.8,11-02-2022,18:40:00,18:50:00
ORD_ID-581,25-03-2022 23:40,26-03-2022 01:35,26-03-2022 02:25,115,165,50,TRUE,21:00–24:00,Metropolitian,Sunny,Low,motorcycle,Kitchen,18.516216,73.842527,18.586216,73.912527,22,3.5,25-03-2022,23:40:00,23:50:00
ORD_ID-582,07-03-2022 17:20,07-03-2022 19:40,07-03-2022 19:20,140,120,-20,FALSE,15:00–18:00,Metropolitian,Stormy,Medium,scooter,Books,12.970221,77.645396,13.020221,77.695396,28,4.9,07-03-2022,17:20:00,17:25:00
ORD_ID-583,04-04-2022 22:20,05-04-2022 00:20,05-04-2022 01:10,120,170,50,TRUE,21:00–24:00,Urban,Fog,Low,motorcycle,Toys,23.371292,85.327872,23.441292,85.397872,35,3.6,04-04-2022,22:20:00,22:35:00
ORD_ID-584,11-02-2022 00:00,11-02-2022 01:17,11-02-2022 01:25,77.5,85,7.5,TRUE,00:00–06:00,Urban,Fog,Low,scooter,Sports,23.234249,77.434007,23.294249,77.494007,38,4.8,11-02-2022,00:00:00,00:10:00
ORD_ID-585,19-03-2022 22:55,20-03-2022 01:20,20-03-2022 01:15,145,140,-5,FALSE,21:00–24:00,Metropolitian,Fog,Low,motorcycle,Pet Supplies,19.131141,72.813074,19.19114,72.873074,31,5,19-03-2022,22:55:00,23:00:00
ORD_ID-586,17-02-2022 22:10,18-02-2022 00:30,17-02-2022 23:00,140,50,-90,FALSE,21:00–24:00,Metropolitian,Cloudy,Low,scooter,Electronics,25.457116,81.859682,25.487116,81.889682,26,5,17-02-2022,22:10:00,22:25:00
ORD_ID-587,16-03-2022 17:55,16-03-2022 19:25,16-03-2022 20:30,90,155,65,TRUE,15:00–18:00,Urban,Cloudy,Medium,motorcycle,Pet Supplies,13.029198,77.570997,13.139198,77.680997,36,4.4,16-03-2022,17:55:00,18:05:00
ORD_ID-588,01-04-2022 19:30,01-04-2022 21:50,01-04-2022 22:10,140,160,20,TRUE,18:00–21:00,Metropolitian,Stormy,Jam,motorcycle,Books,11.022298,76.998349,11.052298,77.028349,26,4.6,01-04-2022,19:30:00,19:45:00
ORD_ID-589,14-02-2022 20:45,14-02-2022 23:10,15-02-2022 00:10,145,205,60,TRUE,18:00–21:00,Other,Fog,Jam,scooter,Snacks,30.89286,75.822199,31.03286,75.962199,38,4.1,14-02-2022,20:45:00,20:50:00
ORD_ID-590,08-03-2022 18:30,08-03-2022 21:25,08-03-2022 21:35,175,185,10,TRUE,18:00–21:00,Metropolitian,Cloudy,Medium,scooter,Cosmetics,26.913483,75.803139,27.003483,75.893139,25,4.3,08-03-2022,18:30:00,18:35:00
ORD_ID-591,17-03-2022 12:00,17-03-2022 14:07,17-03-2022 14:40,127.5,160,32.5,TRUE,12:00–15:00,Urban,Cloudy,High,scooter,Skincare,12.98041,77.640489,12.99041,77.650489,25,5,17-03-2022,12:00:00,12:10:00
ORD_ID-592,14-02-2022 17:25,14-02-2022 19:17,14-02-2022 19:25,112.5,120,7.5,TRUE,15:00–18:00,Urban,Sandstorms,Medium,motorcycle,Clothing,0,0,0.08,0.08,30,4.7,14-02-2022,17:25:00,17:35:00
ORD_ID-593,30-03-2022 11:45,30-03-2022 13:25,30-03-2022 15:00,100,195,95,TRUE,09:00–12:00,Metropolitian,Cloudy,High,scooter,Kitchen,13.044694,80.26147,13.064694,80.28147,33,4.2,30-03-2022,11:45:00,11:55:00
ORD_ID-594,04-04-2022 17:25,04-04-2022 19:45,04-04-2022 19:35,140,130,-10,FALSE,15:00–18:00,Metropolitian,Stormy,Medium,motorcycle,Snacks,11.022477,76.995667,11.102477,77.075667,39,4.9,04-04-2022,17:25:00,17:30:00
ORD_ID-595,03-04-2022 20:40,03-04-2022 23:05,03-04-2022 23:00,145,140,-5,FALSE,18:00–21:00,Metropolitian,Sandstorms,Jam,motorcycle,Apparel,12.323978,76.627961,12.353978,76.657961,34,4.5,03-04-2022,20:40:00,20:45:00
ORD_ID-596,19-03-2022 22:15,20-03-2022 00:20,20-03-2022 00:45,125,150,25,TRUE,21:00–24:00,Metropolitian,Windy,Low,motorcycle,Sports,17.41233,78.449654,17.44233,78.479654,37,4.2,19-03-2022,22:15:00,22:30:00
ORD_ID-597,13-03-2022 23:10,14-03-2022 01:10,14-03-2022 00:50,120,100,-20,FALSE,21:00–24:00,Urban,Cloudy,Low,motorcycle,Books,26.913987,75.752891,26.943987,75.782891,36,4.8,13-03-2022,23:10:00,23:20:00
ORD_ID-598,20-03-2022 19:40,20-03-2022 22:40,20-03-2022 20:25,180,45,-135,FALSE,18:00–21:00,Metropolitian,Fog,Jam,motorcycle,Grocery,18.55144,73.804855,18.62144,73.874855,29,4.9,20-03-2022,19:40:00,19:55:00
ORD_ID-599,02-04-2022 22:10,03-04-2022 00:35,03-04-2022 01:05,145,175,30,TRUE,21:00–24:00,Metropolitian,Fog,Low,van,Snacks,21.186438,72.794115,21.296438,72.904115,30,4.4,02-04-2022,22:10:00,22:25:00
ORD_ID-600,27-03-2022 21:00,27-03-2022 23:05,28-03-2022 00:35,125,215,90,TRUE,21:00–24:00,Metropolitian,Windy,Jam,motorcycle,Cosmetics,22.308096,73.167753,22.378096,73.237753,32,5,27-03-2022,21:00:00,21:15:00
ORD_ID-601,23-03-2022 22:35,24-03-2022 00:15,23-03-2022 23:40,100,65,-35,FALSE,21:00–24:00,Urban,Stormy,Low,motorcycle,Electronics,18.539299,73.897902,18.609299,73.967902,21,4.8,23-03-2022,22:35:00,22:45:00
ORD_ID-602,20-03-2022 18:30,20-03-2022 21:25,20-03-2022 21:25,175,175,0,FALSE,18:00–21:00,Metropolitian,Cloudy,Medium,scooter,Shoes,12.979096,77.640625,13.109096,77.770625,24,4.2,20-03-2022,18:30:00,18:45:00
ORD_ID-603,16-03-2022 19:25,16-03-2022 21:10,16-03-2022 21:30,105,125,20,TRUE,18:00–21:00,Metropolitian,Sunny,Jam,motorcycle,Cosmetics,22.744648,75.894377,22.824648,75.974377,28,4.9,16-03-2022,19:25:00,19:35:00
ORD_ID-604,14-02-2022 22:35,15-02-2022 00:15,15-02-2022 00:20,100,105,5,TRUE,21:00–24:00,Urban,Stormy,Low,motorcycle,Kitchen,0,0,0.11,0.11,39,4.9,14-02-2022,22:35:00,22:40:00
ORD_ID-605,12-03-2022 22:35,13-03-2022 00:20,12-03-2022 23:30,105,55,-50,FALSE,21:00–24:00,Urban,Sandstorms,Low,scooter,Apparel,23.39925,85.390464,23.47925,85.470464,21,5,12-03-2022,22:35:00,22:40:00
ORD_ID-606,06-03-2022 19:00,06-03-2022 22:00,06-03-2022 22:05,180,185,5,TRUE,18:00–21:00,Metropolitian,Fog,Medium,motorcycle,Shoes,21.175975,72.795503,21.305975,72.925503,24,4.8,06-03-2022,19:00:00,19:05:00
ORD_ID-607,13-02-2022 17:10,13-02-2022 19:30,13-02-2022 19:35,140,145,5,TRUE,15:00–18:00,Metropolitian,Windy,Medium,scooter,Jewelry,19.874103,75.368419,19.904103,75.398419,35,4.8,13-02-2022,17:10:00,17:20:00
ORD_ID-608,14-02-2022 23:15,15-02-2022 01:15,15-02-2022 00:55,120,100,-20,FALSE,21:00–24:00,Metropolitian,Sandstorms,Low,motorcycle,Shoes,22.577821,88.400581,22.657821,88.480581,25,4.5,14-02-2022,23:15:00,23:30:00
ORD_ID-609,18-03-2022 19:00,18-03-2022 20:45,18-03-2022 20:50,105,110,5,TRUE,18:00–21:00,Metropolitian,Sunny,Medium,motorcycle,Pet Supplies,26.911378,75.789034,26.981378,75.859034,20,5,18-03-2022,19:00:00,19:15:00
ORD_ID-610,08-03-2022 20:50,08-03-2022 23:45,08-03-2022 23:25,175,155,-20,FALSE,18:00–21:00,Metropolitian,Cloudy,Jam,scooter,Sports,12.310972,76.659264,12.380972,76.729264,23,4.7,08-03-2022,20:50:00,21:00:00
ORD_ID-611,04-04-2022 23:35,05-04-2022 02:00,05-04-2022 01:40,145,125,-20,FALSE,21:00–24:00,Metropolitian,Fog,Low,scooter,Cosmetics,12.337978,76.616792,12.447978,76.726792,28,4.7,04-04-2022,23:35:00,23:45:00
ORD_ID-612,06-03-2022 21:55,06-03-2022 23:50,06-03-2022 22:17,115,22,-93,FALSE,21:00–24:00,Metropolitian,Sunny,Jam,motorcycle,Grocery,23.354422,85.3329,23.424422,85.4029,31,4.8,06-03-2022,21:55:00,22:05:00
ORD_ID-613,31-03-2022 18:50,31-03-2022 20:20,31-03-2022 20:10,90,80,-10,FALSE,18:00–21:00,Urban,Sunny,Medium,scooter,Books,26.911927,75.797282,26.981927,75.867282,28,4.5,31-03-2022,18:50:00,18:55:00
ORD_ID-614,11-02-2022 20:40,11-02-2022 22:25,12-02-2022 01:10,105,270,165,TRUE,18:00–21:00,Metropolitian,Sunny,Jam,motorcycle,Cosmetics,30.890184,75.829615,30.950184,75.889615,20,3.9,11-02-2022,20:40:00,20:45:00
ORD_ID-615,18-03-2022 21:45,18-03-2022 23:45,18-03-2022 23:35,120,110,-10,FALSE,21:00–24:00,Metropolitian,Stormy,Jam,scooter,Kitchen,26.892312,75.806896,27.022313,75.936896,26,4.9,18-03-2022,21:45:00,22:00:00
ORD_ID-616,13-02-2022 10:00,13-02-2022 11:55,13-02-2022 12:10,115,130,15,TRUE,09:00–12:00,Metropolitian,Sandstorms,Low,scooter,Toys,0,0,0.01,0.01,34,4.6,13-02-2022,10:00:00,10:15:00
ORD_ID-617,09-03-2022 12:00,09-03-2022 14:22,09-03-2022 12:50,142.5,50,-92.5,FALSE,12:00–15:00,Metropolitian,Sandstorms,High,motorcycle,Snacks,18.520016,73.830547,18.530016,73.840547,24,4.8,09-03-2022,12:00:00,12:15:00
ORD_ID-618,04-04-2022 20:25,04-04-2022 23:20,05-04-2022 00:00,175,215,40,TRUE,18:00–21:00,Metropolitian,Cloudy,Jam,motorcycle,Clothing,10.994136,76.963303,11.084136,77.053303,35,4.8,04-04-2022,20:25:00,20:40:00
ORD_ID-619,05-04-2022 19:50,05-04-2022 21:20,05-04-2022 21:25,90,95,5,TRUE,18:00–21:00,Urban,Sunny,Jam,van,Snacks,22.75004,75.902847,22.78004,75.932847,31,4.7,05-04-2022,19:50:00,20:05:00
ORD_ID-620,18-02-2022 22:30,19-02-2022 00:10,19-02-2022 00:50,100,140,40,TRUE,21:00–24:00,Urban,Sunny,Low,motorcycle,Kitchen,22.514119,88.362504,22.594119,88.442504,20,4.7,18-02-2022,22:30:00,22:45:00
ORD_ID-621,03-03-2022 10:55,03-03-2022 12:57,03-03-2022 13:30,122.5,155,32.5,TRUE,09:00–12:00,Metropolitian,Stormy,Low,motorcycle,Shoes,22.725748,75.898497,22.735747,75.908497,32,4,03-03-2022,10:55:00,11:00:00
ORD_ID-622,11-02-2022 17:45,11-02-2022 19:20,11-02-2022 19:20,95,95,0,FALSE,15:00–18:00,Metropolitian,Sunny,Medium,scooter,Cosmetics,23.214294,77.435361,23.244294,77.465361,25,4.7,11-02-2022,17:45:00,18:00:00
ORD_ID-623,19-03-2022 20:40,19-03-2022 22:45,19-03-2022 22:20,125,100,-25,FALSE,18:00–21:00,Urban,Sandstorms,Jam,motorcycle,Sports,22.311844,73.165081,22.341844,73.195081,29,5,19-03-2022,20:40:00,20:55:00
ORD_ID-624,26-03-2022 20:25,26-03-2022 22:50,26-03-2022 21:35,145,70,-75,FALSE,18:00–21:00,Metropolitian,Sandstorms,Jam,scooter,Pet Supplies,26.846156,75.8023,26.896156,75.8523,20,4.8,26-03-2022,20:25:00,20:40:00
ORD_ID-625,14-03-2022 21:00,14-03-2022 23:25,15-03-2022 00:30,145,210,65,TRUE,21:00–24:00,Metropolitian,Fog,Jam,motorcycle,Clothing,26.911378,75.789034,27.051378,75.929034,23,4.7,14-03-2022,21:00:00,21:10:00
ORD_ID-626,23-03-2022 17:40,23-03-2022 19:15,23-03-2022 19:45,95,125,30,TRUE,15:00–18:00,Metropolitian,Sunny,Medium,scooter,Clothing,22.728163,75.884212,22.818163,75.974212,33,5,23-03-2022,17:40:00,17:55:00
ORD_ID-627,12-03-2022 21:15,12-03-2022 23:10,12-03-2022 22:35,115,80,-35,FALSE,21:00–24:00,Metropolitian,Sunny,Jam,motorcycle,Apparel,11.003669,76.976494,11.113669,77.086494,24,4.8,12-03-2022,21:15:00,21:25:00
ORD_ID-628,24-03-2022 17:20,24-03-2022 19:40,24-03-2022 19:10,140,110,-30,FALSE,15:00–18:00,Metropolitian,Fog,Medium,motorcycle,Apparel,18.994049,72.825203,19.054049,72.885203,25,4.8,24-03-2022,17:20:00,17:35:00
ORD_ID-629,04-03-2022 22:20,05-03-2022 00:40,05-03-2022 01:25,140,185,45,TRUE,21:00–24:00,Metropolitian,Cloudy,Low,scooter,Pet Supplies,18.563934,73.915367,18.693935,74.045367,31,4.4,04-03-2022,22:20:00,22:25:00
ORD_ID-630,21-03-2022 17:00,21-03-2022 18:35,21-03-2022 18:25,95,85,-10,FALSE,15:00–18:00,Metropolitian,Sunny,Medium,van,Sports,12.326356,76.619103,12.366356,76.659103,38,4.8,21-03-2022,17:00:00,17:05:00
